id,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
2101,x,s,e,f,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,1
2102,x,f,n,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,y,d,0
2103,x,f,g,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,y,d,0
2104,x,y,n,t,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,s,g,0
2105,f,y,g,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,y,d,0
2106,x,y,e,f,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,1
2107,f,y,g,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,v,d,0
2108,k,s,n,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,1
2109,x,y,g,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,v,d,0
2110,f,y,g,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,d,1
2111,f,y,e,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,n,y,d,0
2112,x,y,g,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,g,1
2113,f,s,e,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,1
2114,f,y,y,t,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,s,g,0
2115,x,f,g,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,v,d,0
2116,f,y,g,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,y,d,0
2117,k,s,b,t,n,f,c,b,e,e,?,s,s,e,e,p,w,t,e,w,c,w,0
2118,x,f,y,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,d,1
2119,f,s,w,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,n,s,g,0
2120,x,y,e,t,n,f,c,b,e,e,?,s,s,w,w,p,w,t,e,w,c,w,0
2121,x,y,e,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,n,y,d,0
2122,x,y,e,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,1
2123,b,f,g,f,n,f,w,b,w,e,?,s,k,w,w,p,w,t,p,w,n,g,0
2124,f,s,b,t,f,f,c,b,w,t,b,s,f,w,w,p,w,o,p,h,v,g,1
2125,x,f,g,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,k,s,g,0
2126,f,f,w,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,s,g,0
2127,x,s,n,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,1
2128,f,y,n,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,s,g,0
2129,f,s,w,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,v,u,1
2130,b,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,o,o,p,n,v,l,0
2131,k,s,n,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,1
2132,s,f,g,f,n,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,y,u,0
2133,f,s,e,t,n,f,c,b,e,e,?,s,s,e,w,p,w,t,e,w,c,w,0
2134,x,s,e,f,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,1
2135,x,y,g,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,y,d,0
2136,f,y,e,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,1
2137,x,s,y,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g,0
2138,f,y,n,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,1
2139,b,f,w,f,n,f,w,b,p,e,?,s,s,w,w,p,w,t,p,w,n,g,0
2140,x,f,g,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,a,g,0
2141,f,f,e,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,y,d,0
2142,x,y,g,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,k,v,d,0
2143,x,y,w,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,v,g,1
2144,f,y,n,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,1
2145,x,y,n,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,k,y,d,0
2146,f,y,e,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,1
2147,x,f,g,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,n,y,d,0
2148,x,f,w,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,n,a,g,0
2149,f,f,e,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,n,v,d,0
2150,x,s,w,f,n,f,w,b,p,e,?,s,k,w,w,p,w,t,p,w,n,g,0
2151,x,f,y,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,p,1
2152,k,s,n,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,1
2153,x,y,n,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,1
2154,f,y,g,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,k,v,d,0
2155,f,y,e,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,y,d,0
2156,f,s,w,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,a,g,0
2157,f,s,w,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,s,g,1
2158,f,y,n,f,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,1
2159,f,y,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,s,g,1
2160,f,f,e,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,v,d,0
2161,b,s,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,g,0
2162,x,s,n,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,n,s,g,0
2163,f,y,g,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,y,d,0
2164,f,y,e,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,v,d,0
2165,x,f,p,f,c,f,c,n,p,e,b,s,s,w,w,p,w,o,p,n,v,d,1
2166,f,s,w,t,f,f,c,b,w,t,b,f,s,w,w,p,w,o,p,h,v,u,1
2167,x,s,p,f,c,f,w,n,p,e,b,s,s,w,w,p,w,o,p,k,v,d,1
2168,x,y,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,g,0
2169,x,y,n,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,y,d,0
2170,x,s,g,t,f,f,c,b,p,t,b,f,f,w,w,p,w,o,p,h,s,u,1
2171,x,f,g,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,v,d,0
2172,f,f,g,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,y,d,0
2173,f,y,n,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,1
2174,k,s,e,f,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,1
2175,k,s,e,f,f,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l,1
2176,f,y,e,f,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,1
2177,f,s,n,f,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,1
2178,f,f,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,d,1
2179,f,s,n,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,n,s,g,0
2180,f,s,n,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,1
2181,x,s,g,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,s,g,0
2182,f,y,e,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,1
2183,f,y,g,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,p,1
2184,b,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,n,o,p,o,c,l,0
2185,f,f,e,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,v,d,0
2186,k,f,g,f,n,f,w,b,w,e,?,k,s,w,w,p,w,t,p,w,n,g,0
2187,f,s,n,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,v,g,1
2188,f,y,g,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,n,v,d,0
2189,k,y,n,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,1
2190,x,f,n,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,a,g,0
2191,x,f,g,f,n,f,w,b,w,e,?,k,k,w,w,p,w,t,p,w,s,g,0
2192,f,y,y,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,d,1
2193,x,y,n,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,y,d,0
2194,x,y,e,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,y,d,0
2195,x,y,e,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,v,d,0
2196,b,s,g,f,n,f,w,b,w,e,?,s,s,w,w,p,w,t,p,w,n,g,0
2197,f,y,e,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,1
2198,x,y,g,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,d,1
2199,f,s,e,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,1
2200,x,f,e,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,y,d,0
2201,f,y,e,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,1
2202,f,y,g,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,g,1
2203,b,s,y,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,g,0
2204,x,s,w,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,g,0
2205,f,s,e,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,1
2206,f,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,o,o,p,b,v,l,0
2207,f,y,e,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,y,d,0
2208,f,s,w,t,f,f,c,b,w,t,b,f,s,w,w,p,w,o,p,h,s,g,1
2209,x,f,n,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,n,v,d,0
2210,b,s,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,g,0
2211,x,f,g,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,a,g,0
2212,x,s,g,f,n,f,w,b,w,e,?,s,s,w,w,p,w,t,p,w,n,g,0
2213,f,f,w,t,l,f,w,n,w,t,b,s,s,w,w,p,w,o,p,u,v,d,0
2214,x,f,e,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,y,d,0
2215,f,f,w,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,a,g,0
2216,x,s,w,f,c,f,c,n,n,e,b,s,s,w,w,p,w,o,p,k,s,d,1
2217,f,s,b,t,f,f,c,b,h,t,b,f,s,w,w,p,w,o,p,h,v,g,1
2218,f,y,n,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,y,d,0
2219,f,y,n,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,1
2220,k,y,n,t,n,f,c,b,w,e,?,s,s,e,w,p,w,t,e,w,c,w,0
2221,k,f,g,f,n,f,w,b,w,e,?,s,k,w,w,p,w,t,p,w,s,g,0
2222,x,f,y,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,d,1
2223,x,f,y,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,p,1
2224,f,y,e,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,n,y,d,0
2225,b,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,o,o,p,b,v,l,0
2226,x,y,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,d,1
2227,f,y,y,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,s,p,0
2228,x,y,e,f,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,1
2229,x,y,n,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,1
2230,b,y,w,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,r,v,m,1
2231,x,y,n,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,n,v,d,0
2232,f,y,g,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,y,d,0
2233,b,y,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,g,0
2234,x,s,e,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,1
2235,f,f,g,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,k,y,d,0
2236,k,s,g,f,n,f,w,b,w,e,?,s,k,w,w,p,w,t,p,w,s,g,0
2237,x,s,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,m,0
2238,x,s,n,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,1
2239,f,y,e,f,f,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,1
2240,x,s,g,f,n,f,w,b,p,e,?,k,s,w,w,p,w,t,p,w,s,g,0
2241,f,f,n,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,y,d,0
2242,x,f,g,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,n,v,d,0
2243,x,s,e,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,1
2244,x,f,g,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,g,1
2245,f,y,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,g,1
2246,x,s,p,f,c,f,c,n,n,e,b,s,s,w,w,p,w,o,p,n,v,d,1
2247,x,s,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,g,0
2248,f,y,e,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,v,d,0
2249,x,f,e,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,y,d,0
2250,f,f,g,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,s,g,0
2251,x,s,w,f,n,f,w,b,p,e,?,k,k,w,w,p,w,t,p,w,n,g,0
2252,f,s,n,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,1
2253,x,y,e,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,1
2254,x,f,g,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,n,y,d,0
2255,b,s,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,g,0
2256,x,y,e,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,1
2257,k,y,e,f,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,1
2258,f,y,y,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,g,1
2259,x,s,n,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,a,g,0
2260,x,s,n,f,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,1
2261,x,s,n,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,1
2262,x,y,y,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,d,1
2263,x,s,n,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,1
2264,k,s,p,t,n,f,c,b,w,e,?,s,s,e,w,p,w,t,e,w,c,w,0
2265,k,y,n,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,1
2266,x,y,e,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,v,d,0
2267,x,y,u,f,n,f,c,n,h,e,?,s,f,w,w,p,w,o,f,h,v,d,0
2268,x,f,g,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,v,d,0
2269,x,s,e,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,1
2270,k,y,n,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,1
2271,x,y,b,t,n,f,c,b,e,e,?,s,s,e,e,p,w,t,e,w,c,w,0
2272,x,y,g,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,d,1
2273,x,y,g,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,d,1
2274,x,f,y,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,p,1
2275,b,s,y,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g,0
2276,x,y,n,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,v,d,0
2277,x,y,e,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,k,y,d,0
2278,f,f,n,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,v,d,0
2279,x,s,w,t,f,f,c,b,h,t,b,s,f,w,w,p,w,o,p,h,s,u,1
2280,k,s,e,f,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,1
2281,f,s,w,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,s,u,1
2282,f,s,n,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,1
2283,f,f,g,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,d,1
2284,x,y,e,f,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,1
2285,k,s,e,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,1
2286,x,y,n,t,l,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,y,p,0
2287,f,f,n,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,v,d,0
2288,f,f,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,p,1
2289,f,y,g,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,y,d,0
2290,x,f,y,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,g,1
2291,x,f,n,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,a,g,0
2292,f,y,y,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,y,p,0
2293,f,f,g,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,d,1
2294,x,y,e,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l,1
2295,k,y,n,f,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,1
2296,f,f,e,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,k,y,d,0
2297,b,s,w,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g,0
2298,f,f,g,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,k,y,d,0
2299,f,y,e,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,y,d,0
2300,x,s,w,f,c,f,w,n,u,e,b,s,s,w,w,p,w,o,p,k,s,d,1
2301,f,s,w,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,v,u,1
2302,f,s,e,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,1
2303,b,f,w,f,n,f,w,b,w,e,?,s,s,w,w,p,w,t,p,w,n,g,0
2304,x,y,n,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,1
2305,b,y,y,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,m,0
2306,x,f,y,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,g,1
2307,k,s,n,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,1
2308,f,s,n,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,1
2309,k,y,e,f,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,1
2310,f,s,g,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,a,g,0
2311,x,f,c,f,n,f,w,n,w,e,b,s,f,w,n,p,w,o,e,w,v,l,0
2312,f,y,e,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,k,y,d,0
2313,f,f,y,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,p,1
2314,x,f,y,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,p,1
2315,f,y,n,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d,1
2316,f,s,n,f,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,1
2317,f,y,w,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,v,u,1
2318,x,f,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,p,1
2319,f,s,p,t,n,f,c,b,e,e,?,s,s,w,w,p,w,t,e,w,c,w,0
2320,k,f,g,f,n,f,w,b,p,e,?,s,s,w,w,p,w,t,p,w,s,g,0
2321,b,s,w,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m,0
2322,f,f,n,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,v,d,0
2323,x,y,g,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,g,1
2324,x,y,e,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,1
2325,x,y,n,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,k,y,d,0
2326,f,s,n,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,1
2327,x,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,o,o,p,o,v,l,0
2328,f,f,y,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,p,1
2329,f,y,e,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,v,d,0
2330,x,f,p,f,c,f,c,n,u,e,b,s,s,w,w,p,w,o,p,k,s,d,1
2331,f,f,g,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,a,g,0
2332,k,s,e,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,1
2333,k,y,n,t,n,f,c,b,e,e,?,s,s,w,e,p,w,t,e,w,c,w,0
2334,f,y,n,t,n,f,c,b,e,e,?,s,s,e,w,p,w,t,e,w,c,w,0
2335,x,f,w,f,c,f,c,n,p,e,b,s,s,w,w,p,w,o,p,k,v,d,1
2336,f,s,w,t,f,f,c,b,h,t,b,s,s,w,w,p,w,o,p,h,s,g,1
2337,k,s,n,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,1
2338,x,y,n,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,v,d,0
2339,b,s,w,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,m,0
2340,f,f,y,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,g,1
2341,f,f,w,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,s,g,0
2342,k,s,w,f,n,f,w,b,p,e,?,s,s,w,w,p,w,t,p,w,s,g,0
2343,x,s,w,f,c,f,c,n,u,e,b,s,s,w,w,p,w,o,p,n,s,d,1
2344,f,s,n,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,1
2345,x,f,g,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,p,1
2346,f,s,n,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,s,u,1
2347,x,f,g,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,g,1
2348,k,s,e,t,n,f,c,b,e,e,?,s,s,w,e,p,w,t,e,w,c,w,0
2349,f,s,n,f,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l,1
2350,k,y,n,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,1
2351,f,s,w,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,s,g,0
2352,x,f,y,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,g,1
2353,f,f,g,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,d,1
2354,x,f,w,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,a,g,0
2355,x,y,g,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,d,1
2356,b,f,w,f,n,f,w,b,w,e,?,k,k,w,w,p,w,t,p,w,n,g,0
2357,x,y,g,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,d,1
2358,x,y,e,f,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,1
2359,k,s,e,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,1
2360,f,y,e,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,k,y,d,0
2361,f,f,y,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,p,1
2362,b,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,o,o,p,y,v,l,0
2363,f,y,e,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,1
2364,b,y,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,g,0
2365,b,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,n,o,p,o,c,l,0
2366,x,f,n,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,v,d,0
2367,f,y,g,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,k,y,d,0
2368,f,y,y,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,s,g,0
2369,f,y,w,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,v,g,1
2370,f,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,o,o,p,y,v,l,0
2371,f,f,y,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,p,1
2372,f,y,y,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,d,1
2373,x,f,g,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,k,a,g,0
2374,k,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,o,o,p,b,v,l,0
2375,x,s,b,t,f,f,c,b,h,t,b,f,f,w,w,p,w,o,p,h,v,u,1
2376,f,y,r,f,n,f,c,n,p,e,?,s,f,w,w,p,w,o,f,h,y,d,0
2377,x,y,g,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,d,1
2378,x,f,n,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,k,v,d,0
2379,f,y,e,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,n,v,d,0
2380,x,y,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,g,1
2381,x,f,n,f,n,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,v,u,0
2382,f,y,n,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,s,g,1
